,PetID,Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,State,Quantity,Fee,VideoAmt,PhotoAmt,AdoptionSpeed
152,2acf3fdce,Cat,Tobby,12,Persian,Siamese,Male,Black,White,White,Large,Long,No,Yes,No,Healthy,Selangor,1,0,0,2.0,1
153,e1ecc1b26,Cat,Lily,3,Domestic Short Hair,Domestic Short Hair,Female,Gray,White,White,Medium,Short,Yes,Yes,No,Healthy,Kuala Lumpur,1,0,1,3.0,2
154,a8cdba660,Dog,1 Month Old Puppies,1,Mixed Breed,Mixed Breed,Mixed,Black,Brown,Golden,Medium,Medium,No,No,No,Healthy,Selangor,3,0,0,11.0,4
155,9bcd62ef1,Dog,Still Water,36,Doberman Pinscher,Doberman Pinscher,Female,Black,Brown,Brown,Large,Medium,NA,NA,NA,Minor Injury,Kuala Lumpur,1,0,0,4.0,3
156,c3f2f166d,Dog,No Name,12,Mixed Breed,Mixed Breed,Female,Cream,White,White,Medium,Short,NA,NA,NA,Healthy,Selangor,1,0,1,1.0,4
157,687e9c33c,Dog,Ffiona,2,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Medium,Medium,Yes,Yes,No,Healthy,Pulau Pinang,1,80,0,1.0,4
158,bb5f471dd,Dog,Scooby,36,Doberman Pinscher,Doberman Pinscher,Male,Black,Black,Black,Medium,Short,Yes,Yes,Yes,Healthy,Perak,1,0,0,1.0,2
159,0aaf6976a,Cat,"Snowy, Luna, Rajah",1,Domestic Medium Hair,Domestic Medium Hair,Mixed,Black,Gray,White,Medium,Medium,No,No,No,Healthy,Kuala Lumpur,3,0,0,13.0,2
160,45600eaab,Cat,No Name,1,Oriental Short Hair,Oriental Short Hair,Female,Yellow,White,White,Small,Short,No,No,No,Healthy,Kuala Lumpur,1,0,0,3.0,1
161,dcba09ff1,Dog,Still Water,0,Mixed Breed,Mixed Breed,Female,Black,White,White,Medium,Medium,NA,NA,NA,Healthy,Kuala Lumpur,5,0,0,5.0,1
162,d7f938acd,Dog,Nutella,2,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,4.0,1
163,ea11b6f12,Dog,DO RE MI,2,Mixed Breed,Mixed Breed,Mixed,Black,Yellow,White,Medium,Short,Yes,Yes,No,Healthy,Selangor,3,30,0,3.0,3
164,3332eb59c,Dog,Still Water,2,Mixed Breed,Mixed Breed,Mixed,Brown,Brown,Brown,Medium,Medium,No,No,No,Healthy,Selangor,3,0,0,5.0,4
165,b3e19ff68,Cat,Still Water,36,Tuxedo,Tuxedo,Mixed,Black,Golden,Gray,Medium,Medium,Yes,Yes,Yes,Healthy,Selangor,5,0,0,0.0,4
166,594e3dc3f,Dog,"Rhapsody, Bay, Harmony, Classic & Symph",3,Mixed Breed,Mixed Breed,Mixed,Brown,Yellow,Cream,Medium,Short,NA,NA,NA,Healthy,Pulau Pinang,5,0,0,1.0,4
167,fbb112b7e,Dog,BB,2,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,4.0,3
168,d14d62508,Dog,Cute Female Puppies Looking A Home~,1,Mixed Breed,Mixed Breed,Female,Brown,Cream,White,Large,Short,NA,Yes,NA,Healthy,Kuala Lumpur,1,0,0,2.0,2
169,5de61cf6b,Cat,Aswad,2,Domestic Short Hair,Domestic Short Hair,Female,Black,Cream,Cream,Medium,Short,No,Yes,No,Healthy,Selangor,1,0,0,3.0,2
170,b9590d4de,Cat,Sunset,2,Siamese,Burmese,Male,Brown,Cream,Cream,Small,Short,No,No,No,Healthy,Kuala Lumpur,1,0,0,1.0,0
171,747c82f83,Dog,Lady,2,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,80,0,9.0,2
172,3004c3401,Cat,Little Yellow Cat,3,Domestic Short Hair,Domestic Short Hair,Male,Yellow,Yellow,Yellow,Medium,Short,NA,Yes,No,Healthy,Kuala Lumpur,1,0,0,3.0,4
173,c737c30d7,Dog,Harvey,17,Mixed Breed,Mixed Breed,Male,Black,Black,Black,Medium,Medium,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,150,0,1.0,4
174,03b0568b3,Dog,Pups For Adoption,2,Mixed Breed,Mixed Breed,Mixed,Black,Brown,White,Medium,Short,NA,NA,NA,Healthy,Kuala Lumpur,8,0,0,5.0,3
175,987baa1c7,Cat,Tabby Male,48,Tabby,Tabby,Male,Black,Brown,White,Large,Short,Yes,Yes,No,Healthy,Selangor,1,20,0,4.0,2
176,70b3d1f9c,Cat,Abu Nawas,1,Domestic Short Hair,Domestic Short Hair,Male,Black,Brown,Brown,Medium,Short,No,No,No,Healthy,Selangor,1,0,0,1.0,2
177,27456ec0f,Cat,Silvy,5,Domestic Short Hair,Domestic Long Hair,Female,Black,White,White,Medium,Medium,No,No,No,Healthy,Selangor,1,150,0,4.0,2
178,5c28a8cec,Dog,Java,8,Mixed Breed,Labrador Retriever,Male,Black,Brown,Brown,Medium,Short,NA,NA,Yes,Healthy,Selangor,1,0,0,3.0,2
179,2c8ae4c7e,Dog,CUTIE,4,Mixed Breed,Mixed Breed,Female,White,White,White,Small,Short,Yes,Yes,Yes,Healthy,Selangor,1,0,0,2.0,4
180,cd7bea671,Dog,Money,3,Mixed Breed,Mixed Breed,Male,Black,White,White,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,3.0,3
181,7bda94ad0,Cat,Ninja,72,Domestic Short Hair,Domestic Short Hair,Male,Black,White,White,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,0,0,10.0,4
182,ab4b4681b,Cat,PANDA,12,Domestic Short Hair,Calico,Female,Black,Yellow,White,Medium,Short,NA,NA,NA,Healthy,Kedah,5,0,0,4.0,4
183,aa189a931,Dog,Still Water,12,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Medium,Medium,No,Yes,No,Healthy,Pulau Pinang,1,0,0,2.0,4
184,d0bc14f47,Cat,Stalin And Churchill,12,Domestic Short Hair,Domestic Short Hair,Male,Golden,White,White,Medium,Short,Yes,Yes,Yes,Healthy,Kuala Lumpur,2,0,0,2.0,4
185,eab8c8c03,Dog,Jasper,22,Beagle,Beagle,Male,Brown,Cream,White,Medium,Short,Yes,Yes,No,Healthy,Kuala Lumpur,1,0,0,0.0,3
186,3b4a987ba,Dog,Oreo,36,Mixed Breed,Mixed Breed,Male,Golden,Golden,Golden,Medium,Medium,NA,NA,No,Healthy,Selangor,1,0,0,3.0,4
187,1bbb46822,Dog,Piston,2,Mixed Breed,Mixed Breed,Male,Cream,Cream,Cream,Medium,Medium,NA,NA,No,Healthy,Selangor,1,0,0,1.0,3
188,5c546c236,Cat,Manja,4,Tabby,Tabby,Female,Black,Brown,Brown,Medium,Short,NA,NA,Yes,Healthy,Johor,5,0,0,1.0,4
189,702bee848,Dog,Momo,12,Mixed Breed,Mixed Breed,Female,White,White,White,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,5.0,2
190,66757255c,Dog,Baobob,7,Mixed Breed,Mixed Breed,Male,Black,White,White,Small,Short,No,No,No,Healthy,Selangor,1,50,1,1.0,4
191,0b0f596b5,Dog,Still Water,2,Mixed Breed,Mixed Breed,Male,Black,Brown,Brown,Medium,Short,No,No,No,Healthy,Kuala Lumpur,1,0,0,4.0,1
192,938bcf142,Dog,"Maya, Pumpkin And Bumbum",3,Mixed Breed,Mixed Breed,Female,Brown,White,White,Small,Short,No,Yes,NA,Healthy,Selangor,3,0,0,2.0,4
193,bea72e6c5,Dog,Simone,24,Mixed Breed,Mixed Breed,Female,Brown,White,White,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,0,0,24.0,4
194,52e555a3a,Dog,Goofy,1,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Medium,Long,No,No,No,Healthy,Selangor,1,0,0,3.0,1
195,3998bcfec,Dog,Coffee,1,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Medium,Short,No,No,No,Healthy,Negeri Sembilan,1,0,0,1.0,2
196,e62e5aa26,Dog,2 Handsome Boys,3,Mixed Breed,Mixed Breed,Male,Golden,Golden,Golden,Large,Short,Yes,Yes,No,Healthy,Selangor,2,0,0,9.0,2
197,933e0a3e8,Cat,"""Baraka"" The Black Cat",5,Domestic Short Hair,Domestic Short Hair,Male,Black,White,White,Small,Short,Yes,No,NA,Healthy,Kuala Lumpur,1,0,0,4.0,4
198,1eb8a0278,Dog,Butter,16,Shih Tzu,Maltese,Female,Cream,White,White,Small,Short,Yes,Yes,NA,Healthy,Kuala Lumpur,1,0,0,3.0,1
199,d5df16a32,Cat,Lucky Paws,2,Domestic Short Hair,Domestic Short Hair,Male,Golden,Cream,White,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,5.0,2
200,06296e4e2,Cat,Baby,2,Domestic Medium Hair,Domestic Medium Hair,Male,Cream,Cream,Cream,Small,Medium,NA,NA,NA,Healthy,Pulau Pinang,1,0,0,6.0,4
201,207d61997,Dog,Rocky(pomeranian+ Shih Tze Mix),7,Shih Tzu,Pomeranian,Male,Brown,Brown,Brown,Medium,Short,Yes,Yes,NA,Healthy,Selangor,1,0,0,8.0,1
202,38a81271c,Cat,PF 14928 -- Bobo,13,Domestic Short Hair,Domestic Short Hair,Female,Brown,Golden,Golden,Medium,Short,No,Yes,No,Healthy,Selangor,1,0,0,5.0,4
203,65d10be4d,Dog,Spongebob,3,Mixed Breed,Mixed Breed,Male,Black,White,White,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,0,0,3.0,3
204,c7b468b32,Dog,Blackie,12,Mixed Breed,Mixed Breed,Male,Black,Brown,Brown,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,1.0,4
205,6df350974,Cat,Galaxy,3,Domestic Short Hair,Domestic Short Hair,Male,Black,White,White,Small,Short,Yes,Yes,No,Healthy,Kuala Lumpur,1,0,0,9.0,2
206,249112486,Dog,Pretty Baby Girl,2,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Medium,Medium,No,No,No,Healthy,Selangor,1,0,0,1.0,4
207,8f85e69ee,Cat,Oyen,10,Domestic Short Hair,Domestic Short Hair,Female,Yellow,Yellow,Yellow,Medium,Short,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,8.0,3
208,b243b8e93,Dog,Little Peanut,2,Mixed Breed,Mixed Breed,Female,Yellow,Cream,White,Medium,Short,No,Yes,No,Healthy,Selangor,1,0,0,5.0,1
209,89523a695,Dog,Scooby's Brother,2,Mixed Breed,Mixed Breed,Male,Black,Brown,Cream,Medium,Short,No,No,No,Healthy,Selangor,1,0,0,2.0,3
210,4f0eacbdd,Cat,Smallie,4,Domestic Short Hair,Domestic Short Hair,Female,Black,Brown,Gray,Large,Short,No,No,No,Healthy,Kuala Lumpur,1,0,0,8.0,1
211,b5fcc079e,Dog,The Bidi Budu Bubu Boy,60,Golden Retriever,Mixed Breed,Male,Brown,Yellow,White,Medium,Medium,Yes,Yes,Yes,Healthy,Selangor,1,0,0,5.0,3
212,53976b229,Cat,Koocheng's Second Batch Babies!,2,Domestic Short Hair,Domestic Short Hair,Female,Black,Yellow,White,Medium,Short,No,No,No,Healthy,Selangor,6,30,0,6.0,4
213,f4ed1a08e,Cat,Mocha,12,Domestic Short Hair,Domestic Short Hair,Female,Brown,Golden,Cream,Medium,Short,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,2.0,4
214,2f3227612,Cat,Jayden,2,Domestic Short Hair,Calico,Female,Black,Yellow,White,Small,Short,No,No,No,Healthy,Selangor,1,0,0,5.0,1
215,ba66a7a82,Cat,2-3 Week Old Kittens,0,Siamese,Tabby,Mixed,Brown,Cream,Cream,Medium,Short,No,No,No,Minor Injury,Selangor,3,0,0,1.0,1
216,d4e83ee5b,Dog,3 Puppies -11wks Old Toilet Trained,2,Mixed Breed,Labrador Retriever,Mixed,Cream,White,White,Large,Short,Yes,Yes,No,Healthy,Selangor,3,0,1,8.0,3
217,00a1f270a,Cat,Meme,6,Domestic Short Hair,Domestic Short Hair,Female,Golden,White,White,Medium,Short,No,Yes,Yes,Healthy,Selangor,1,0,0,5.0,4
218,74e316be1,Dog,Zen Lee,3,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Large,Short,NA,NA,No,Healthy,Selangor,1,0,0,2.0,2
219,039509c40,Dog,Sweety,1,Mixed Breed,Mixed Breed,Female,Black,Black,Black,Medium,Medium,No,Yes,No,Healthy,Selangor,1,0,0,4.0,1
220,eeb60466e,Dog,Not Yet Named,2,Mixed Breed,Mixed Breed,Female,Black,Brown,White,Small,Short,No,No,No,Healthy,Pulau Pinang,4,0,0,5.0,1
221,c6cdbebfa,Cat,Bobo Chan,3,Domestic Medium Hair,Domestic Medium Hair,Male,Yellow,White,White,Medium,Medium,No,No,No,Healthy,Selangor,1,50,0,3.0,1
222,82137b39f,Dog,Female - Unique Eye Colour (D133-060516),19,Mixed Breed,Mixed Breed,Female,Black,Black,Black,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,80,0,3.0,4
223,28b64c198,Cat,Cici,11,Domestic Short Hair,Domestic Short Hair,Female,Black,Yellow,White,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,50,0,5.0,4
224,f70251906,Dog,Bijou *Sponsored* D6-250915,37,Mixed Breed,Mixed Breed,Female,Brown,Golden,White,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,0,0,5.0,4
225,9d76ed82f,Cat,Ragdoll,4,Ragdoll,Persian,Female,Black,White,White,Small,Long,No,No,NA,Healthy,Selangor,1,250,0,3.0,2
226,e83f846eb,Dog,Bongo,3,Mixed Breed,Labrador Retriever,Male,Cream,Cream,Cream,Medium,Short,No,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,6.0,1
227,60b9421cc,Dog,Milo,6,Mixed Breed,Mixed Breed,Male,Black,Brown,Cream,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,0,0,1.0,3
228,72a7cb335,Cat,Ginger,1,Domestic Short Hair,Domestic Short Hair,Female,Golden,Cream,Cream,Medium,Short,No,No,No,Healthy,Selangor,1,0,0,7.0,2
229,0bd4aed6b,Dog,Blackie,5,Mixed Breed,Mixed Breed,Male,Black,Brown,Brown,Medium,Short,NA,NA,NA,Healthy,Selangor,1,0,0,0.0,4
230,ae03f99f2,Dog,The Batkids!,1,Mixed Breed,Mixed Breed,Mixed,Black,Black,Black,Medium,Short,No,No,No,Healthy,Selangor,6,0,0,5.0,3
231,5a1010bca,Cat,Xiao Bao,7,Domestic Short Hair,Domestic Short Hair,Male,Black,White,White,Medium,Short,No,Yes,No,Healthy,Kuala Lumpur,1,0,0,2.0,2
232,6a5c652b5,Dog,Joey,4,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Medium,Medium,No,Yes,No,Healthy,Kuala Lumpur,1,1,0,1.0,4
233,040771e8e,Cat,Markisa. URGETLY NEEDS HOME,1,Domestic Short Hair,Domestic Short Hair,Female,Black,Brown,Cream,Medium,Short,No,No,No,Healthy,Selangor,1,0,0,0.0,4
234,706a9cd5c,Dog,Jojo,48,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,0,0,1.0,3
235,62550cf78,Dog,Mini,3,Cocker Spaniel,Akbash,Female,Brown,Brown,Brown,Small,Short,No,No,No,Healthy,Perak,1,0,0,3.0,1
236,701c5afba,Dog,Jack,2,Mixed Breed,Mixed Breed,Male,Black,Brown,White,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,1.0,1
237,d0fcfeb0f,Cat,Kacha,4,Domestic Short Hair,Domestic Short Hair,Male,Yellow,White,White,Small,Short,Yes,Yes,NA,Healthy,Kuala Lumpur,1,0,0,5.0,1
238,7bce76c66,Dog,QQ,22,Shih Tzu,Shih Tzu,Female,Cream,White,White,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,3.0,1
239,3b0b88ac2,Dog,Carly,60,Poodle,Poodle,Female,Brown,Brown,Brown,Small,Long,Yes,Yes,Yes,Healthy,Selangor,1,0,0,3.0,1
240,a88d34ee3,Dog,Puppies,1,Terrier,Shih Tzu,Mixed,Black,Cream,White,Medium,Medium,No,No,No,Healthy,Selangor,4,0,0,2.0,1
241,061378b30,Dog,Murphy,3,Black Labrador Retriever,Mixed Breed,Male,Black,Black,Black,Medium,Short,NA,NA,No,Healthy,Selangor,1,0,0,2.0,2
242,fc1457818,Cat,Girls Generation,3,Domestic Short Hair,Domestic Medium Hair,Female,Black,Yellow,White,Medium,Short,No,Yes,No,Healthy,Selangor,4,0,0,5.0,2
243,a27f0cc49,Cat,Pepper,4,Domestic Medium Hair,Domestic Medium Hair,Female,Cream,Cream,Cream,Medium,Medium,NA,NA,NA,Healthy,Kuala Lumpur,1,0,1,4.0,2
244,728c78b39,Cat,Manja Bella,13,Persian,Domestic Medium Hair,Female,Black,Gray,Gray,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,3.0,1
245,6c054c4ef,Cat,Kitten For Adoption,1,Domestic Short Hair,Domestic Short Hair,Male,Black,White,White,Small,Short,NA,NA,NA,Healthy,Pulau Pinang,1,0,0,1.0,3
246,d5b9e0322,Dog,Labrador + Ridgeback Female,5,Labrador Retriever,Labrador Retriever,Female,Black,Black,Black,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,8.0,1
247,a2dc697f6,Dog,Lucky Angel,2,Mixed Breed,Mixed Breed,Female,Black,White,White,Medium,Medium,No,Yes,No,Healthy,Selangor,1,0,0,12.0,3
248,b04b200fa,Cat,Still Water,1,Domestic Short Hair,Domestic Short Hair,Mixed,Black,White,White,Medium,Medium,No,No,No,Healthy,Kuala Lumpur,3,0,0,4.0,1
249,be7b65c23,Dog,Bubbly Bundle Of Joy,2,Jack Russell Terrier,Mixed Breed,Female,Brown,White,White,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,0,1,9.0,2
250,e37f4aa07,Dog,Flora,36,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,0,0,1.0,3
251,7de2f688b,Dog,Miss,2,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,0,1,4.0,4
252,e7020fa9a,Dog,Y1,2,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Medium,Medium,No,Yes,No,Healthy,Selangor,1,0,0,4.0,2
253,752491221,Cat,Patches,2,Domestic Short Hair,Domestic Short Hair,Female,Black,White,White,Medium,Short,No,Yes,No,Healthy,Selangor,1,0,0,3.0,1
254,c2346525a,Cat,Cham,8,Tabby,Tabby,Male,Golden,Golden,Golden,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,0,0,2.0,2
255,bc7361016,Cat,LAVENDER,2,Domestic Medium Hair,Domestic Medium Hair,Female,Black,Gray,White,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,4.0,3
256,66201cf73,Cat,Maddie,9,Tabby,Tabby,Female,Brown,Cream,Gray,Small,Short,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,3.0,2
257,b7359384d,Cat,Grey,6,Domestic Short Hair,Tabby,Female,Gray,Gray,Gray,Medium,Short,NA,NA,NA,Healthy,Johor,1,0,0,4.0,2
258,be23e42d0,Dog,Name Them & Love Them 2,2,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Medium,Short,No,No,No,Healthy,Johor,3,0,0,3.0,2
259,1c59cecac,Dog,Chanelle,18,Beagle,Mixed Breed,Female,Brown,White,White,Medium,Short,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,10.0,0
260,e7e1904f4,Dog,Wei Wei,14,Mixed Breed,Mixed Breed,Male,Brown,Brown,Brown,Large,Medium,Yes,Yes,Yes,Healthy,Johor,1,0,0,3.0,0
261,2e3bfe5a9,Cat,Boys,3,Domestic Short Hair,Domestic Short Hair,Male,Black,White,White,Small,Short,No,No,No,Healthy,Kedah,2,0,0,9.0,3
262,13f07ee9a,Cat,Still Water,2,Domestic Short Hair,Domestic Short Hair,Male,White,White,White,Medium,Short,No,Yes,No,Healthy,Kuala Lumpur,1,0,0,2.0,1
263,d78d1dec0,Dog,20 Little Puppies,1,Mixed Breed,Mixed Breed,Mixed,Black,Brown,White,Large,Short,No,Yes,No,Healthy,Negeri Sembilan,20,50,0,5.0,4
264,821bd9373,Cat,Noizy,12,Bengal,Bengal,Male,Black,Gray,White,Medium,Medium,Yes,Yes,Yes,Healthy,Selangor,1,0,0,1.0,4
265,720db9cb3,Cat,Guo Guo,12,Domestic Short Hair,Tiger,Female,Black,Brown,Brown,Medium,Short,No,NA,Yes,Healthy,Selangor,1,0,0,1.0,4
266,0443d6f82,Dog,Jill The Walnut,1,Collie,Mixed Breed,Female,Black,Cream,Cream,Medium,Short,No,No,No,Healthy,Selangor,1,0,0,5.0,1
267,67efce2e0,Cat,Lemon,9,Domestic Short Hair,Domestic Short Hair,Male,Black,Gray,White,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,2,0,0,0.0,4
268,fa1a30192,Dog,Bunny,2,Mixed Breed,Mixed Breed,Female,Black,Brown,White,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,2.0,3
269,c675f3b10,Cat,Kittens For Adoption,2,Domestic Medium Hair,Domestic Medium Hair,Mixed,Gray,White,White,Small,Medium,No,No,No,Healthy,Selangor,4,0,0,7.0,2
270,6e3d78857,Cat,3 Female Kittens,2,Domestic Short Hair,Domestic Short Hair,Female,Brown,Yellow,Cream,Medium,Short,No,No,No,Healthy,Kuala Lumpur,3,0,0,4.0,1
271,d4d6997e3,Dog,Brownie,3,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Medium,Short,NA,NA,NA,Healthy,Selangor,1,0,0,2.0,1
272,d13d93f69,Dog,Mesky,3,Mixed Breed,Husky,Male,Cream,White,White,Medium,Medium,No,No,No,Healthy,Pulau Pinang,1,0,0,4.0,1
273,d8715d47e,Cat,âª GERBERA âª,6,Domestic Short Hair,Domestic Short Hair,Female,Yellow,Yellow,Yellow,Small,Short,Yes,Yes,Yes,Healthy,Johor,1,200,0,6.0,4
274,c15b3c9f1,Cat,Kitten S1,3,Siamese,Siamese,Male,Black,White,White,Small,Short,No,No,No,Healthy,Kuala Lumpur,1,0,0,1.0,2
275,3bef75882,Dog,Still Water,24,Mixed Breed,Mixed Breed,Mixed,Black,Brown,Brown,Medium,Short,No,No,Yes,Healthy,Selangor,2,0,0,2.0,2
276,60bf93971,Dog,Zizi,3,Mixed Breed,Mixed Breed,Male,Brown,Brown,Brown,Large,Short,No,No,NA,Healthy,Kuala Lumpur,1,0,0,3.0,2
277,e9eeadf82,Dog,Flash,24,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Medium,Short,Yes,Yes,Yes,Minor Injury,Selangor,1,20,0,2.0,4
278,a4530b1d0,Dog,Sam,1,Mixed Breed,Mixed Breed,Male,Brown,White,White,Medium,Medium,No,No,No,Healthy,Selangor,1,0,0,1.0,1
279,da6bb3100,Dog,Big Big Girl,2,Mixed Breed,German Shepherd Dog,Female,Black,Brown,Brown,Medium,Medium,No,Yes,No,Healthy,Kuala Lumpur,1,250,0,13.0,3
280,79669f807,Dog,Apollo,2,Mixed Breed,Mixed Breed,Male,Golden,Golden,Golden,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,1.0,2
281,3af2b1473,Dog,LuiLui,7,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Medium,Short,Yes,Yes,No,Healthy,Kuala Lumpur,1,0,0,1.0,3
282,0f0f81a37,Cat,Mok,3,Domestic Long Hair,Domestic Long Hair,Male,Black,Golden,Golden,Small,Long,No,No,No,Healthy,Selangor,1,150,0,3.0,1
283,b8976d821,Dog,Missy,1,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Medium,Short,No,No,No,Healthy,Perak,1,0,0,2.0,3
284,9eb98f34c,Dog,Clory,1,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,9.0,2
285,e317b2a73,Dog,Rocco,55,Beagle,Beagle,Male,Black,Yellow,White,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,0,0,5.0,2
286,ebd78e1d4,Dog,Dango,2,Shar Pei,Mixed Breed,Female,Black,Brown,Brown,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,3.0,2
287,0822c54d5,Dog,Mani,3,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Medium,Medium,Yes,Yes,Yes,Healthy,Selangor,1,0,0,3.0,3
288,4036e0e12,Dog,Lily,36,Spitz,Spitz,Female,Golden,Cream,Cream,Medium,Medium,NA,NA,Yes,Healthy,Selangor,1,0,0,9.0,3
289,f34d62be0,Cat,Kairi ã«ã¤ Neko,1,Domestic Medium Hair,Domestic Medium Hair,Female,Black,Yellow,White,Medium,Long,No,Yes,No,Healthy,Selangor,1,0,2,10.0,2
290,2a7b5edbf,Cat,Kasih Dan Oreo,6,Siamese,Siamese,Female,Brown,Cream,Cream,Medium,Medium,No,No,No,Healthy,Selangor,1,0,0,3.0,4
291,18042e473,Cat,Polo And Vincci,6,Domestic Medium Hair,Domestic Short Hair,Female,Brown,Cream,Cream,Medium,Medium,No,No,No,Healthy,Kuala Lumpur,1,0,0,3.0,1
292,dc99804de,Cat,Sang Abong,4,Bengal,Domestic Short Hair,Male,Brown,Brown,Brown,Medium,Medium,No,No,No,Minor Injury,Selangor,1,0,0,4.0,1
293,0fb490c9b,Dog,Carmen,2,Mixed Breed,Terrier,Female,Brown,White,White,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,3.0,1
294,284be445a,Dog,Cow Girl,5,Mixed Breed,Mixed Breed,Female,Black,Brown,White,Medium,Short,Yes,Yes,No,Healthy,Kuala Lumpur,1,0,0,1.0,2
295,a831df76b,Cat,Chiko,20,Domestic Medium Hair,Domestic Medium Hair,Male,Black,Gray,White,Large,Medium,No,Yes,No,Healthy,Selangor,1,0,0,4.0,1
296,145883970,Dog,Pinky,2,Mixed Breed,Mixed Breed,Female,Brown,White,White,Medium,Short,Yes,Yes,No,Healthy,Kuala Lumpur,1,0,0,6.0,3
297,e3d9dc96d,Dog,Yimmy,7,Mixed Breed,Mixed Breed,Male,Brown,White,White,Medium,Medium,Yes,NA,NA,Healthy,Selangor,1,0,0,1.0,1
298,9a64e72cf,Cat,Haru ã¯ã Neko,1,Domestic Short Hair,Domestic Short Hair,Male,Black,White,White,Medium,Short,No,Yes,No,Healthy,Selangor,1,0,0,6.0,1
299,6e643eba1,Dog,2 Months Old Puppies,2,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Medium,Medium,Yes,Yes,No,Healthy,Perak,2,0,0,5.0,4
300,a1b3dafc9,Dog,Katniss,1,Mixed Breed,Mixed Breed,Female,Black,Black,Black,Medium,Short,No,No,No,Healthy,Negeri Sembilan,1,0,0,1.0,3
301,fe88a5777,Cat,Vader,28,Birman,Domestic Long Hair,Male,Black,Black,Black,Large,Long,Yes,Yes,No,Healthy,Kuala Lumpur,1,0,0,5.0,2
302,bda2d149e,Dog,Subang - Belgian Sheperd Mixed,24,Belgian Shepherd Malinois,Mixed Breed,Female,Black,Brown,Brown,Medium,Medium,Yes,Yes,Yes,Healthy,Selangor,1,250,0,9.0,4
